PeopleHistoricalId,area,full_name_4,full_name_5,full_name_6,full_name_7,FunctionType,Layer,Organization,RoleSummary,Role_identifier
09a69926-8875-35d7-7735-6e4bef899d761781395200,Canada,Saoirse Fenwick,Nina Nwosu,Amara Moretti,Sasha Thornbury,Applied Sciences,5,Amara Kelleher,APPLIED SCIENTIST IC,IC
09a69926-8875-35d7-7735-6e4bef899d761782000000,Canada,Saoirse Fenwick,Nina Nwosu,Amara Moretti,Sasha Thornbury,Applied Sciences,5,Amara Kelleher,APPLIED SCIENTIST IC,IC
09a69926-8875-35d7-7735-6e4bef899d761782604800,Canada,Saoirse Fenwick,Nina Nwosu,Amara Moretti,Sasha Thornbury,Applied Sciences,5,Amara Kelleher,APPLIED SCIENTIST IC,IC
09a69926-8875-35d7-7735-6e4bef899d761783209600,Canada,Saoirse Fenwick,Nina Nwosu,Amara Moretti,Sasha Thornbury,Applied Sciences,5,Amara Kelleher,APPLIED SCIENTIST IC,IC
09a69926-8875-35d7-7735-6e4bef899d761783814400,Canada,Saoirse Fenwick,Nina Nwosu,Amara Moretti,Sasha Thornbury,Applied Sciences,5,Amara Kelleher,APPLIED SCIENTIST IC,IC
09a69926-8875-35d7-7735-6e4bef899d761784419200,Canada,Saoirse Fenwick,Nina Nwosu,Amara Moretti,Sasha Thornbury,Applied Sciences,5,Amara Kelleher,APPLIED SCIENTIST IC,IC
09a69926-8875-35d7-7735-6e4bef899d761785024000,Canada,Saoirse Fenwick,Nina Nwosu,Amara Moretti,Sasha Thornbury,Applied Sciences,5,Amara Kelleher,APPLIED SCIENTIST IC,IC
09a69926-8875-35d7-7735-6e4bef899d761785628800,Canada,Saoirse Fenwick,Nina Nwosu,Amara Moretti,Sasha Thornbury,Applied Sciences,5,Amara Kelleher,APPLIED SCIENTIST IC,IC
09a69926-8875-35d7-7735-6e4bef899d761786233600,Canada,Saoirse Fenwick,Nina Nwosu,Amara Moretti,Sasha Thornbury,Applied Sciences,5,Amara Kelleher,APPLIED SCIENTIST IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1771113600,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1771718400,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1772323200,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1772928000,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1773532800,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1774137600,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1774742400,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1775347200,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1775952000,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1776556800,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1777161600,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1777766400,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1778371200,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1778976000,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1779580800,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1780185600,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1780790400,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1781395200,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1782000000,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1782604800,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1783209600,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1783814400,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1784419200,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1785024000,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1785628800,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
0f25c15e-99da-3a22-b356-63b9277dc80f1786233600,United Kingdom,Neve Bakari,Orla Hartigan,Rafael Moretti,Rafael Moretti (Directs),Cloud Solution Architecture,5,Idris Adeyemi,CLOUD SOLUTION ARCHITECT IC,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551771113600,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551771718400,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551772323200,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551772928000,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551773532800,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551774137600,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551774742400,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551775347200,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551775952000,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551776556800,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551777161600,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551777766400,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551778371200,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551778976000,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551779580800,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551780185600,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551780790400,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551781395200,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551782000000,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551782604800,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551783209600,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551783814400,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551784419200,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551785024000,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551785628800,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
1740d969-69ac-3f90-5ebc-91e85a5b9d551786233600,India,Bianca Doheny,Bruno Lindqvist,Nadia Fairbairn,Kofi Larsen,Site Reliability Engineering,7,Amara Lagerlof,PRINCIPAL SRE,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611771113600,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611771718400,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611772323200,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611772928000,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611773532800,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611774137600,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611774742400,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611775347200,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611775952000,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611776556800,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611777161600,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611777766400,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611778371200,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611778976000,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611779580800,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611780185600,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611780790400,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611781395200,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611782000000,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611782604800,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611783209600,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611783814400,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611784419200,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611785024000,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611785628800,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
3123fe9f-c515-3679-dd8a-cf1224e81d611786233600,Finland,Imani Halvorsen,Yara Obi,Tomas Ashcroft,Divya Odumbe,Software Development,7,Maya Petersen,SOFTWARE DEVELOPMENT IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81771113600,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81771718400,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81772323200,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81772928000,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81773532800,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81774137600,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81774742400,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81775347200,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81775952000,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81776556800,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81777161600,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81777766400,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81778371200,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81778976000,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81779580800,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81780185600,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81780790400,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81781395200,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81782000000,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
1f2303c1-2f5f-3fce-c7d8-eadafa7578e81782604800,Canada,Ellis Mulready,Yuki Cortez,Freya Okonjo,Viktor Farouk,Data Science,5,Quinn Sandoval,DATA SCIENCE IC,IC
